,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elapsed,altitude,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,ppm,oC,%
date,time,PM2.5,PM1.0,PM5.0,PM0.5,PM10,PM.3,CO2,temp,humidity,,time,hour,minute,second,total s,time (s),(ft),PM.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10,CO2,temp,humidity
2026-03-28, 11:41:00,012, 013, 015,009, 017,009,3323, 024,34,, 11:41:00,11,41,0,42060,,,9,9,13,12,15,17,3323,24,34
2026-03-28, 11:41:05,012, 018, 015,009, 017,010,3321, 024,34,, 11:41:05,11,41,5,42065,,,10,9,18,12,15,17,3321,24,34
2026-03-28, 11:41:09,012, 021, 015,010, 017,010,3318, 024,34,, 11:41:09,11,41,9,42069,,,10,10,21,12,15,17,3318,24,34
2026-03-28, 11:41:14,011, 019, 012,008, 015,009,3317, 024,34,, 11:41:14,11,41,14,42074,,,9,8,19,11,12,15,3317,24,34
2026-03-28, 11:41:18,011, 019, 012,008, 015,009,3318, 024,34,, 11:41:18,11,41,18,42078,,,9,8,19,11,12,15,3318,24,34
2026-03-28, 11:41:23,012, 016, 013,009, 017,009,3322, 024,34,, 11:41:23,11,41,23,42083,,,9,9,16,12,13,17,3322,24,34
2026-03-28, 11:41:27,012, 017, 015,009, 017,009,3324, 024,35,, 11:41:27,11,41,27,42087,,,9,9,17,12,15,17,3324,24,35
2026-03-28, 11:41:32,011, 019, 013,009, 015,008,3325, 024,35,, 11:41:32,11,41,32,42092,,,8,9,19,11,13,15,3325,24,35
2026-03-28, 11:41:37,011, 017, 012,008, 015,008,3327, 024,35,, 11:41:37,11,41,37,42097,,,8,8,17,11,12,15,3327,24,35
2026-03-28, 11:41:41,012, 015, 015,010, 017,009,3330, 024,35,, 11:41:41,11,41,41,42101,,,9,10,15,12,15,17,3330,24,35
2026-03-28, 11:41:46,011, 014, 012,009, 015,009,3334, 024,35,, 11:41:46,11,41,46,42106,,,9,9,14,11,12,15,3334,24,35
2026-03-28, 11:41:50,011, 019, 013,009, 015,008,3334, 025,35,, 11:41:50,11,41,50,42110,,,8,9,19,11,13,15,3334,25,35
2026-03-28, 11:41:55,012, 021, 015,009, 017,010,3335, 025,35,, 11:41:55,11,41,55,42115,,,10,9,21,12,15,17,3335,25,35
2026-03-28, 11:41:59,012, 015, 013,009, 017,009,3339, 025,35,, 11:41:59,11,41,59,42119,,,9,9,15,12,13,17,3339,25,35
2026-03-28, 11:42:04,013, 015, 014,010, 018,010,3342, 025,35,, 11:42:04,11,42,4,42124,,,10,10,15,13,14,18,3342,25,35
2026-03-28, 11:42:08,013, 020, 016,010, 018,010,3345, 025,35,, 11:42:08,11,42,8,42128,,,10,10,20,13,16,18,3345,25,35
2026-03-28, 11:42:13,011, 012, 013,008, 015,008,3345, 025,35,, 11:42:13,11,42,13,42133,,,8,8,12,11,13,15,3345,25,35
2026-03-28, 11:42:17,011, 019, 012,009, 015,009,3347, 025,36,, 11:42:17,11,42,17,42137,,,9,9,19,11,12,15,3347,25,36
2026-03-28, 11:42:22,012, 015, 013,010, 017,010,3346, 025,36,, 11:42:22,11,42,22,42142,,,10,10,15,12,13,17,3346,25,36
2026-03-28, 11:42:26,012, 016, 015,010, 017,010,3349, 025,35,, 11:42:26,11,42,26,42146,,,10,10,16,12,15,17,3349,25,35
2026-03-28, 11:42:31,011, 020, 012,009, 015,008,3350, 025,35,, 11:42:31,11,42,31,42151,,,8,9,20,11,12,15,3350,25,35
2026-03-28, 11:42:35,011, 018, 012,009, 015,008,3350, 025,34,, 11:42:35,11,42,35,42155,,,8,9,18,11,12,15,3350,25,34
2026-03-28, 11:42:40,012, 015, 015,010, 017,009,3350, 025,34,, 11:42:40,11,42,40,42160,,,9,10,15,12,15,17,3350,25,34
2026-03-28, 11:42:44,012, 012, 013,009, 017,010,3348, 025,34,, 11:42:44,11,42,44,42164,,,10,9,12,12,13,17,3348,25,34
2026-03-28, 11:42:49,011, 015, 012,008, 015,009,3347, 025,34,, 11:42:49,11,42,49,42169,,,9,8,15,11,12,15,3347,25,34
2026-03-28, 11:42:53,012, 013, 015,009, 017,010,3345, 025,34,, 11:42:53,11,42,53,42173,,,10,9,13,12,15,17,3345,25,34
2026-03-28, 11:42:58,012, 015, 013,010, 017,010,3346, 025,34,, 11:42:58,11,42,58,42178,,,10,10,15,12,13,17,3346,25,34
2026-03-28, 11:43:02,011, 011, 012,009, 015,009,3346, 025,34,, 11:43:02,11,43,2,42182,,,9,9,11,11,12,15,3346,25,34
2026-03-28, 11:43:07,011, 012, 013,009, 015,008,3347, 025,34,, 11:43:07,11,43,7,42187,,,8,9,12,11,13,15,3347,25,34
2026-03-28, 11:43:11,012, 014, 013,010, 017,009,3347, 025,34,, 11:43:11,11,43,11,42191,,,9,10,14,12,13,17,3347,25,34
2026-03-28, 11:43:16,012, 021, 015,010, 017,010,3348, 025,34,, 11:43:16,11,43,16,42196,,,10,10,21,12,15,17,3348,25,34
2026-03-28, 11:43:20,011, 014, 012,009, 015,008,3352, 026,34,, 11:43:20,11,43,20,42200,,,8,9,14,11,12,15,3352,26,34
2026-03-28, 11:43:25,011, 018, 013,009, 015,008,3352, 026,34,, 11:43:25,11,43,25,42205,,,8,9,18,11,13,15,3352,26,34
2026-03-28, 11:43:29,012, 020, 013,009, 017,010,3353, 026,34,, 11:43:29,11,43,29,42209,,,10,9,20,12,13,17,3353,26,34
2026-03-28, 11:43:34,012, 020, 015,010, 017,009,3354, 026,34,, 11:43:34,11,43,34,42214,,,9,10,20,12,15,17,3354,26,34
2026-03-28, 11:43:38,011, 012, 012,009, 015,008,3356, 026,34,, 11:43:38,11,43,38,42218,,,8,9,12,11,12,15,3356,26,34
2026-03-28, 11:43:43,011, 015, 013,008, 015,008,3344, 026,34,, 11:43:43,11,43,43,42223,,,8,8,15,11,13,15,3344,26,34
2026-03-28, 11:43:47,012, 017, 013,009, 017,010,3296, 026,34,, 11:43:47,11,43,47,42227,,,10,9,17,12,13,17,3296,26,34
2026-03-28, 11:43:52,012, 019, 013,009, 017,010,3269, 026,34,, 11:43:52,11,43,52,42232,,,10,9,19,12,13,17,3269,26,34
2026-03-28, 11:43:56,011, 020, 012,008, 015,009,3252, 026,34,, 11:43:56,11,43,56,42236,,,9,8,20,11,12,15,3252,26,34
2026-03-28, 11:44:01,013, 017, 016,010, 018,010,3239, 026,34,, 11:44:01,11,44,1,42241,,,10,10,17,13,16,18,3239,26,34
2026-03-28, 11:44:05,011, 012, 012,009, 015,008,3232, 026,34,, 11:44:05,11,44,5,42245,,,8,9,12,11,12,15,3232,26,34
2026-03-28, 11:44:10,011, 018, 013,009, 015,009,3228, 026,34,, 11:44:10,11,44,10,42250,,,9,9,18,11,13,15,3228,26,34
2026-03-28, 11:44:14,012, 015, 015,010, 017,009,3224, 026,33,, 11:44:14,11,44,14,42254,,,9,10,15,12,15,17,3224,26,33
2026-03-28, 11:44:19,012, 014, 015,009, 017,009,3222, 026,33,, 11:44:19,11,44,19,42259,,,9,9,14,12,15,17,3222,26,33
2026-03-28, 11:44:23,011, 016, 013,008, 015,009,3221, 026,33,, 11:44:23,11,44,23,42263,,,9,8,16,11,13,15,3221,26,33
2026-03-28, 11:44:28,011, 015, 012,009, 015,008,3223, 026,33,, 11:44:28,11,44,28,42268,,,8,9,15,11,12,15,3223,26,33
2026-03-28, 11:44:32,012, 020, 015,010, 017,010,3223, 026,33,, 11:44:32,11,44,32,42272,,,10,10,20,12,15,17,3223,26,33
2026-03-28, 11:44:37,012, 015, 015,009, 017,009,3223, 026,33,, 11:44:37,11,44,37,42277,,,9,9,15,12,15,17,3223,26,33
2026-03-28, 11:44:41,011, 018, 013,008, 015,009,3223, 026,33,, 11:44:41,11,44,41,42281,,,9,8,18,11,13,15,3223,26,33
2026-03-28, 11:44:46,011, 013, 012,008, 015,009,3224, 027,33,, 11:44:46,11,44,46,42286,,,9,8,13,11,12,15,3224,27,33
2026-03-28, 11:44:50,012, 019, 015,009, 017,009,3226, 027,33,, 11:44:50,11,44,50,42290,,,9,9,19,12,15,17,3226,27,33
2026-03-28, 11:44:55,012, 016, 015,010, 017,009,3226, 027,33,, 11:44:55,11,44,55,42295,,,9,10,16,12,15,17,3226,27,33
2026-03-28, 11:44:59,011, 011, 012,008, 015,008,3229, 027,33,, 11:44:59,11,44,59,42299,,,8,8,11,11,12,15,3229,27,33
2026-03-28, 11:45:04,012, 017, 015,010, 017,010,3227, 027,33,, 11:45:04,11,45,4,42304,,,10,10,17,12,15,17,3227,27,33
2026-03-28, 11:45:08,012, 020, 015,009, 017,010,3227, 027,33,, 11:45:08,11,45,8,42308,,,10,9,20,12,15,17,3227,27,33
2026-03-28, 11:45:13,011, 020, 013,009, 015,008,3227, 027,33,, 11:45:13,11,45,13,42313,,,8,9,20,11,13,15,3227,27,33
2026-03-28, 11:45:17,011, 011, 012,009, 015,008,3229, 027,33,, 11:45:17,11,45,17,42317,,,8,9,11,11,12,15,3229,27,33
2026-03-28, 11:45:22,012, 016, 013,010, 017,010,3227, 027,33,, 11:45:22,11,45,22,42322,,,10,10,16,12,13,17,3227,27,33
2026-03-28, 11:45:26,012, 012, 015,010, 017,009,3227, 027,33,, 11:45:26,11,45,26,42326,,,9,10,12,12,15,17,3227,27,33
2026-03-28, 11:45:31,011, 016, 013,009, 015,009,3230, 027,33,, 11:45:31,11,45,31,42331,,,9,9,16,11,13,15,3230,27,33
2026-03-28, 11:45:35,011, 017, 013,008, 015,009,3231, 027,33,, 11:45:35,11,45,35,42335,,,9,8,17,11,13,15,3231,27,33
2026-03-28, 11:45:40,012, 015, 015,010, 017,010,3232, 027,33,, 11:45:40,11,45,40,42340,,,10,10,15,12,15,17,3232,27,33
2026-03-28, 11:45:44,012, 016, 015,010, 017,010,3235, 027,33,, 11:45:44,11,45,44,42344,,,10,10,16,12,15,17,3235,27,33
2026-03-28, 11:45:49,011, 018, 012,009, 015,008,3236, 027,33,, 11:45:49,11,45,49,42349,,,8,9,18,11,12,15,3236,27,33
2026-03-28, 11:45:53,011, 017, 012,009, 015,009,3239, 027,33,, 11:45:53,11,45,53,42353,,,9,9,17,11,12,15,3239,27,33
2026-03-28, 11:45:58,012, 016, 015,009, 017,010,3238, 027,33,, 11:45:58,11,45,58,42358,,,10,9,16,12,15,17,3238,27,33
2026-03-28, 11:46:02,012, 017, 015,009, 017,009,3240, 027,33,, 11:46:02,11,46,2,42362,,,9,9,17,12,15,17,3240,27,33
2026-03-28, 11:46:07,011, 016, 013,008, 015,009,3240, 027,33,, 11:46:07,11,46,7,42367,,,9,8,16,11,13,15,3240,27,33
2026-03-28, 11:46:11,012, 015, 015,009, 017,009,3241, 027,33,, 11:46:11,11,46,11,42371,,,9,9,15,12,15,17,3241,27,33
2026-03-28, 11:46:16,012, 018, 013,010, 017,009,3244, 027,33,, 11:46:16,11,46,16,42376,,,9,10,18,12,13,17,3244,27,33
2026-03-28, 11:46:20,012, 013, 015,009, 017,009,3245, 027,33,, 11:46:20,11,46,20,42380,,,9,9,13,12,15,17,3245,27,33
2026-03-28, 11:46:25,011, 011, 012,009, 015,009,3245, 027,33,, 11:46:25,11,46,25,42385,,,9,9,11,11,12,15,3245,27,33
2026-03-28, 11:46:29,011, 012, 012,009, 015,008,3247, 028,33,, 11:46:29,11,46,29,42389,,,8,9,12,11,12,15,3247,28,33
2026-03-28, 11:46:34,012, 014, 015,009, 017,010,3248, 028,33,, 11:46:34,11,46,34,42394,,,10,9,14,12,15,17,3248,28,33
2026-03-28, 11:46:38,012, 013, 013,009, 017,010,3248, 028,33,, 11:46:38,11,46,38,42398,,,10,9,13,12,13,17,3248,28,33
2026-03-28, 11:46:43,011, 020, 012,008, 015,008,3249, 028,33,, 11:46:43,11,46,43,42403,,,8,8,20,11,12,15,3249,28,33
2026-03-28, 11:46:47,011, 014, 013,008, 015,008,3249, 028,33,, 11:46:47,11,46,47,42407,,,8,8,14,11,13,15,3249,28,33
2026-03-28, 11:46:52,012, 018, 015,010, 017,009,3251, 028,33,, 11:46:52,11,46,52,42412,,,9,10,18,12,15,17,3251,28,33
2026-03-28, 11:46:56,012, 020, 015,009, 017,010,3254, 028,33,, 11:46:56,11,46,56,42416,,,10,9,20,12,15,17,3254,28,33
2026-03-28, 11:47:01,011, 020, 012,009, 015,009,3254, 028,33,, 11:47:01,11,47,1,42421,,,9,9,20,11,12,15,3254,28,33
2026-03-28, 11:47:05,011, 014, 012,008, 015,008,3256, 028,33,, 11:47:05,11,47,5,42425,,,8,8,14,11,12,15,3256,28,33
2026-03-28, 11:47:10,012, 017, 013,009, 017,010,3258, 028,33,, 11:47:10,11,47,10,42430,,,10,9,17,12,13,17,3258,28,33
2026-03-28, 11:47:14,011, 016, 012,008, 015,009,3261, 028,33,, 11:47:14,11,47,14,42434,,,9,8,16,11,12,15,3261,28,33
2026-03-28, 11:47:19,011, 016, 012,009, 015,009,3262, 028,33,, 11:47:19,11,47,19,42439,,,9,9,16,11,12,15,3262,28,33
2026-03-28, 11:47:23,012, 017, 013,009, 017,009,3265, 028,33,, 11:47:23,11,47,23,42443,,,9,9,17,12,13,17,3265,28,33
2026-03-28, 11:47:28,012, 019, 013,010, 017,009,3266, 028,33,, 11:47:28,11,47,28,42448,,,9,10,19,12,13,17,3266,28,33
2026-03-28, 11:47:32,011, 017, 012,009, 015,008,3268, 028,33,, 11:47:32,11,47,32,42452,,,8,9,17,11,12,15,3268,28,33
2026-03-28, 11:47:37,011, 013, 012,009, 015,008,3269, 028,33,, 11:47:37,11,47,37,42457,,,8,9,13,11,12,15,3269,28,33
2026-03-28, 11:47:41,012, 019, 015,009, 017,010,3269, 028,33,, 11:47:41,11,47,41,42461,,,10,9,19,12,15,17,3269,28,33
2026-03-28, 11:47:46,012, 021, 015,010, 017,010,3269, 028,33,, 11:47:46,11,47,46,42466,,,10,10,21,12,15,17,3269,28,33
2026-03-28, 11:47:50,011, 012, 013,009, 015,008,3268, 028,32,, 11:47:50,11,47,50,42470,,,8,9,12,11,13,15,3268,28,32
2026-03-28, 11:47:55,011, 012, 013,009, 015,009,3268, 028,32,, 11:47:55,11,47,55,42475,,,9,9,12,11,13,15,3268,28,32
2026-03-28, 11:47:59,012, 021, 015,009, 017,010,3268, 028,32,, 11:47:59,11,47,59,42479,,,10,9,21,12,15,17,3268,28,32
2026-03-28, 11:48:04,012, 016, 013,009, 017,010,3268, 028,32,, 11:48:04,11,48,4,42484,,,10,9,16,12,13,17,3268,28,32
2026-03-28, 11:48:08,011, 011, 012,008, 015,009,3268, 028,32,, 11:48:08,11,48,8,42488,,,9,8,11,11,12,15,3268,28,32
2026-03-28, 11:48:13,011, 015, 013,009, 015,009,3254, 028,32,, 11:48:13,11,48,13,42493,,,9,9,15,11,13,15,3254,28,32
2026-03-28, 11:48:17,012, 017, 015,009, 017,009,3206, 029,32,, 11:48:17,11,48,17,42497,,,9,9,17,12,15,17,3206,29,32
2026-03-28, 11:48:22,011, 011, 012,009, 015,008,3174, 029,32,, 11:48:22,11,48,22,42502,,,8,9,11,11,12,15,3174,29,32
2026-03-28, 11:48:26,011, 011, 013,009, 015,008,3157, 029,32,, 11:48:26,11,48,26,42506,,,8,9,11,11,13,15,3157,29,32
2026-03-28, 11:48:31,012, 012, 015,009, 017,010,3147, 029,32,, 11:48:31,11,48,31,42511,,,10,9,12,12,15,17,3147,29,32
2026-03-28, 11:48:35,012, 016, 013,010, 017,010,3142, 029,32,, 11:48:35,11,48,35,42515,,,10,10,16,12,13,17,3142,29,32
2026-03-28, 11:48:40,011, 020, 012,008, 015,009,3140, 029,32,, 11:48:40,11,48,40,42520,,,9,8,20,11,12,15,3140,29,32
2026-03-28, 11:48:44,011, 013, 012,009, 015,008,3141, 029,32,, 11:48:44,11,48,44,42524,,,8,9,13,11,12,15,3141,29,32
2026-03-28, 11:48:49,012, 018, 013,010, 017,010,3143, 029,32,, 11:48:49,11,48,49,42529,,,10,10,18,12,13,17,3143,29,32
2026-03-28, 11:48:53,012, 019, 015,009, 017,010,3145, 029,32,, 11:48:53,11,48,53,42533,,,10,9,19,12,15,17,3145,29,32
2026-03-28, 11:48:58,011, 015, 012,008, 015,009,3146, 029,32,, 11:48:58,11,48,58,42538,,,9,8,15,11,12,15,3146,29,32
2026-03-28, 11:49:03,011, 016, 013,009, 015,008,3146, 029,32,, 11:49:03,11,49,3,42543,,,8,9,16,11,13,15,3146,29,32
2026-03-28, 11:49:07,012, 021, 015,010, 017,009,3143, 029,32,, 11:49:07,11,49,7,42547,,,9,10,21,12,15,17,3143,29,32
2026-03-28, 11:49:12,012, 019, 015,010, 017,010,3138, 029,32,, 11:49:12,11,49,12,42552,,,10,10,19,12,15,17,3138,29,32
2026-03-28, 11:49:16,011, 017, 013,008, 015,008,3133, 029,32,, 11:49:16,11,49,16,42556,,,8,8,17,11,13,15,3133,29,32
2026-03-28, 11:49:21,012, 012, 013,010, 017,010,3131, 029,32,, 11:49:21,11,49,21,42561,,,10,10,12,12,13,17,3131,29,32
2026-03-28, 11:49:25,012, 018, 015,009, 017,009,3133, 029,32,, 11:49:25,11,49,25,42565,,,9,9,18,12,15,17,3133,29,32
2026-03-28, 11:49:30,011, 018, 013,009, 015,008,3136, 029,32,, 11:49:30,11,49,30,42570,,,8,9,18,11,13,15,3136,29,32
2026-03-28, 11:49:34,011, 014, 012,009, 015,008,3139, 029,31,, 11:49:34,11,49,34,42574,,,8,9,14,11,12,15,3139,29,31
2026-03-28, 11:49:39,012, 013, 015,009, 017,009,3140, 029,31,, 11:49:39,11,49,39,42579,,,9,9,13,12,15,17,3140,29,31
2026-03-28, 11:49:43,012, 020, 015,009, 017,010,3144, 029,31,, 11:49:43,11,49,43,42583,,,10,9,20,12,15,17,3144,29,31
2026-03-28, 11:49:48,011, 018, 012,008, 015,008,3145, 029,32,, 11:49:48,11,49,48,42588,,,8,8,18,11,12,15,3145,29,32
2026-03-28, 11:49:52,011, 017, 012,009, 015,008,3146, 029,32,, 11:49:52,11,49,52,42592,,,8,9,17,11,12,15,3146,29,32
2026-03-28, 11:49:57,012, 014, 015,009, 017,009,3149, 029,32,, 11:49:57,11,49,57,42597,,,9,9,14,12,15,17,3149,29,32
2026-03-28, 11:50:01,012, 012, 015,009, 017,009,3151, 029,32,, 11:50:01,11,50,1,42601,,,9,9,12,12,15,17,3151,29,32
2026-03-28, 11:50:06,011, 018, 012,009, 015,009,3154, 029,32,, 11:50:06,11,50,6,42606,,,9,9,18,11,12,15,3154,29,32
2026-03-28, 11:50:10,011, 020, 013,009, 015,008,3155, 029,32,, 11:50:10,11,50,10,42610,,,8,9,20,11,13,15,3155,29,32
2026-03-28, 11:50:15,012, 020, 015,009, 017,010,3153, 029,31,, 11:50:15,11,50,15,42615,,,10,9,20,12,15,17,3153,29,31
2026-03-28, 11:50:19,012, 019, 015,009, 017,009,3152, 030,31,, 11:50:19,11,50,19,42619,,,9,9,19,12,15,17,3152,30,31
2026-03-28, 11:50:24,011, 019, 013,009, 015,008,3152, 030,31,, 11:50:24,11,50,24,42624,,,8,9,19,11,13,15,3152,30,31
2026-03-28, 11:50:28,012, 019, 013,010, 017,009,3153, 030,31,, 11:50:28,11,50,28,42628,,,9,10,19,12,13,17,3153,30,31
2026-03-28, 11:50:33,012, 021, 015,010, 017,009,3152, 030,31,, 11:50:33,11,50,33,42633,,,9,10,21,12,15,17,3152,30,31
2026-03-28, 11:50:37,011, 015, 012,009, 015,008,3153, 030,31,, 11:50:37,11,50,37,42637,,,8,9,15,11,12,15,3153,30,31
2026-03-28, 11:50:42,011, 019, 013,008, 015,008,3153, 030,31,, 11:50:42,11,50,42,42642,,,8,8,19,11,13,15,3153,30,31
2026-03-28, 11:50:46,012, 015, 015,009, 017,010,3154, 030,31,, 11:50:46,11,50,46,42646,,,10,9,15,12,15,17,3154,30,31
2026-03-28, 11:50:51,012, 017, 015,009, 017,009,3156, 030,31,, 11:50:51,11,50,51,42651,,,9,9,17,12,15,17,3156,30,31
2026-03-28, 11:50:55,011, 012, 012,008, 015,009,3156, 030,31,, 11:50:55,11,50,55,42655,,,9,8,12,11,12,15,3156,30,31
2026-03-28, 11:51:00,011, 017, 013,008, 015,008,3156, 030,31,, 11:51:00,11,51,0,42660,,,8,8,17,11,13,15,3156,30,31
2026-03-28, 11:51:04,012, 014, 015,010, 017,010,3158, 030,31,, 11:51:04,11,51,4,42664,,,10,10,14,12,15,17,3158,30,31
2026-03-28, 11:51:09,012, 015, 015,009, 017,009,3157, 030,31,, 11:51:09,11,51,9,42669,,,9,9,15,12,15,17,3157,30,31
2026-03-28, 11:51:13,012, 016, 015,009, 017,010,3154, 030,31,, 11:51:13,11,51,13,42673,,,10,9,16,12,15,17,3154,30,31
2026-03-28, 11:51:18,011, 016, 013,008, 015,008,3150, 030,31,, 11:51:18,11,51,18,42678,,,8,8,16,11,13,15,3150,30,31
2026-03-28, 11:51:22,011, 015, 013,008, 015,009,3153, 030,31,, 11:51:22,11,51,22,42682,,,9,8,15,11,13,15,3153,30,31
2026-03-28, 11:51:27,012, 016, 015,009, 017,010,3156, 030,31,, 11:51:27,11,51,27,42687,,,10,9,16,12,15,17,3156,30,31
2026-03-28, 11:51:31,012, 020, 015,009, 017,009,3155, 030,31,, 11:51:31,11,51,31,42691,,,9,9,20,12,15,17,3155,30,31
2026-03-28, 11:51:36,011, 017, 012,008, 015,008,3157, 030,31,, 11:51:36,11,51,36,42696,,,8,8,17,11,12,15,3157,30,31
2026-03-28, 11:51:40,012, 012, 013,009, 017,010,3160, 030,31,, 11:51:40,11,51,40,42700,,,10,9,12,12,13,17,3160,30,31
2026-03-28, 11:51:45,012, 017, 015,010, 017,009,3160, 030,31,, 11:51:45,11,51,45,42705,,,9,10,17,12,15,17,3160,30,31
2026-03-28, 11:51:49,011, 012, 013,008, 015,009,3160, 030,31,, 11:51:49,11,51,49,42709,,,9,8,12,11,13,15,3160,30,31
2026-03-28, 11:51:54,011, 013, 013,008, 015,008,3162, 030,31,, 11:51:54,11,51,54,42714,,,8,8,13,11,13,15,3162,30,31
2026-03-28, 11:51:58,012, 020, 013,010, 017,010,3165, 030,31,, 11:51:58,11,51,58,42718,,,10,10,20,12,13,17,3165,30,31
2026-03-28, 11:52:03,012, 017, 015,009, 017,010,3166, 030,31,, 11:52:03,11,52,3,42723,,,10,9,17,12,15,17,3166,30,31
2026-03-28, 11:52:07,011, 015, 012,009, 015,009,3168, 030,31,, 11:52:07,11,52,7,42727,,,9,9,15,11,12,15,3168,30,31
2026-03-28, 11:52:12,011, 016, 013,009, 015,009,3170, 030,31,, 11:52:12,11,52,12,42732,,,9,9,16,11,13,15,3170,30,31
2026-03-28, 11:52:16,012, 018, 015,009, 017,010,3170, 030,31,, 11:52:16,11,52,16,42736,,,10,9,18,12,15,17,3170,30,31
2026-03-28, 11:52:21,012, 021, 013,010, 017,009,3172, 030,31,, 11:52:21,11,52,21,42741,,,9,10,21,12,13,17,3172,30,31
2026-03-28, 11:52:25,011, 019, 013,008, 015,009,3173, 030,31,, 11:52:25,11,52,25,42745,,,9,8,19,11,13,15,3173,30,31
2026-03-28, 11:52:30,011, 011, 013,009, 015,008,3177, 030,31,, 11:52:30,11,52,30,42750,,,8,9,11,11,13,15,3177,30,31
2026-03-28, 11:52:34,012, 016, 013,010, 017,010,3179, 030,31,, 11:52:34,11,52,34,42754,,,10,10,16,12,13,17,3179,30,31
2026-03-28, 11:52:39,011, 015, 013,008, 015,008,3181, 030,31,, 11:52:39,11,52,39,42759,,,8,8,15,11,13,15,3181,30,31
2026-03-28, 11:52:43,011, 017, 013,008, 015,009,3167, 030,31,, 11:52:43,11,52,43,42763,,,9,8,17,11,13,15,3167,30,31
2026-03-28, 11:52:48,012, 015, 013,009, 017,010,3114, 030,31,, 11:52:48,11,52,48,42768,,,10,9,15,12,13,17,3114,30,31
2026-03-28, 11:52:52,012, 013, 013,009, 017,010,3086, 030,31,, 11:52:52,11,52,52,42772,,,10,9,13,12,13,17,3086,30,31
2026-03-28, 11:52:57,011, 012, 012,008, 015,009,3071, 030,31,, 11:52:57,11,52,57,42777,,,9,8,12,11,12,15,3071,30,31
2026-03-28, 11:53:01,011, 018, 013,009, 015,009,3064, 031,31,, 11:53:01,11,53,1,42781,,,9,9,18,11,13,15,3064,31,31
2026-03-28, 11:53:06,012, 017, 013,009, 017,010,3059, 031,31,, 11:53:06,11,53,6,42786,,,10,9,17,12,13,17,3059,31,31
2026-03-28, 11:53:10,012, 012, 015,010, 017,010,3056, 031,31,, 11:53:10,11,53,10,42790,,,10,10,12,12,15,17,3056,31,31
2026-03-28, 11:53:15,011, 016, 013,008, 015,009,3059, 031,31,, 11:53:15,11,53,15,42795,,,9,8,16,11,13,15,3059,31,31
2026-03-28, 11:53:19,011, 017, 013,009, 015,009,3059, 031,31,, 11:53:19,11,53,19,42799,,,9,9,17,11,13,15,3059,31,31
2026-03-28, 11:53:24,012, 017, 013,009, 017,010,3061, 031,31,, 11:53:24,11,53,24,42804,,,10,9,17,12,13,17,3061,31,31
2026-03-28, 11:53:28,012, 014, 013,009, 017,009,3060, 031,31,, 11:53:28,11,53,28,42808,,,9,9,14,12,13,17,3060,31,31
2026-03-28, 11:53:33,011, 016, 013,008, 015,008,3064, 031,31,, 11:53:33,11,53,33,42813,,,8,8,16,11,13,15,3064,31,31
2026-03-28, 11:53:37,011, 018, 013,009, 015,008,3066, 031,31,, 11:53:37,11,53,37,42817,,,8,9,18,11,13,15,3066,31,31
2026-03-28, 11:53:42,012, 018, 015,010, 017,009,3065, 031,32,, 11:53:42,11,53,42,42822,,,9,10,18,12,15,17,3065,31,32
2026-03-28, 11:53:46,011, 016, 012,008, 015,009,3066, 031,32,, 11:53:46,11,53,46,42826,,,9,8,16,11,12,15,3066,31,32
2026-03-28, 11:53:51,011, 020, 012,008, 015,008,3067, 031,32,, 11:53:51,11,53,51,42831,,,8,8,20,11,12,15,3067,31,32
2026-03-28, 11:53:55,012, 014, 013,009, 017,010,3067, 027,44,, 11:53:55,11,53,55,42835,,,10,9,14,12,13,17,3067,27,44
2026-03-28, 11:54:00,012, 020, 013,010, 017,010,3067, 031,32,, 11:54:00,11,54,0,42840,,,10,10,20,12,13,17,3067,31,32
2026-03-28, 11:54:04,012, 018, 015,010, 017,009,3070, 031,32,, 11:54:04,11,54,4,42844,,,9,10,18,12,15,17,3070,31,32
2026-03-28, 11:54:09,011, 015, 013,009, 015,009,3072, 031,32,, 11:54:09,11,54,9,42849,,,9,9,15,11,13,15,3072,31,32
2026-03-28, 11:54:13,011, 015, 012,009, 015,008,3066, 031,32,, 11:54:13,11,54,13,42853,,,8,9,15,11,12,15,3066,31,32
2026-03-28, 11:54:18,012, 017, 013,009, 017,010,3067, 031,32,, 11:54:18,11,54,18,42858,,,10,9,17,12,13,17,3067,31,32
2026-03-28, 11:54:22,012, 021, 015,009, 017,010,3065, 031,32,, 11:54:22,11,54,22,42862,,,10,9,21,12,15,17,3065,31,32
2026-03-28, 11:54:27,011, 011, 012,008, 015,009,3067, 031,32,, 11:54:27,11,54,27,42867,,,9,8,11,11,12,15,3067,31,32
2026-03-28, 11:54:31,012, 021, 015,010, 017,009,3068, 031,32,, 11:54:31,11,54,31,42871,,,9,10,21,12,15,17,3068,31,32
2026-03-28, 11:54:36,012, 017, 013,010, 017,010,3066, 031,32,, 11:54:36,11,54,36,42876,,,10,10,17,12,13,17,3066,31,32
2026-03-28, 11:54:40,011, 019, 012,008, 015,009,3066, 031,32,, 11:54:40,11,54,40,42880,,,9,8,19,11,12,15,3066,31,32
