,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elapsed,altitude,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,ppm,oC,%
date,time,PM2.5,PM1.0,PM5.0,PM0.5,PM10,PM.3,CO2,temp,humidity,,time,hour,minute,second,total s,time (s),(ft),PM.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10,CO2,temp,humidity
2026-03-28, 09:56:04,012, 018, 015,009, 017,010,0429, 031,25,, 09:56:04,9,56,4,35764,1080,15980.179999999997,10,9,18,12,15,17,429,31,25
2026-03-28, 09:56:09,011, 015, 013,008, 015,009,0426, 031,24,, 09:56:09,9,56,9,35769,1085,16099.602499999997,9,8,15,11,13,15,426,31,24
2026-03-28, 09:56:14,012, 020, 015,009, 017,009,0424, 031,24,, 09:56:14,9,56,14,35774,1090,16219.18,9,9,20,12,15,17,424,31,24
2026-03-28, 09:56:19,012, 015, 013,009, 017,010,0423, 031,24,, 09:56:19,9,56,19,35779,1095,16338.912499999999,10,9,15,12,13,17,423,31,24
2026-03-28, 09:56:24,011, 013, 012,009, 015,009,0424, 031,24,, 09:56:24,9,56,24,35784,1100,16458.8,9,9,13,11,12,15,424,31,24
2026-03-28, 09:56:29,012, 016, 013,009, 017,009,0425, 031,24,, 09:56:29,9,56,29,35789,1105,16578.8425,9,9,16,12,13,17,425,31,24
2026-03-28, 09:56:34,011, 015, 012,009, 015,009,0422, 031,24,, 09:56:34,9,56,34,35794,1110,16699.039999999997,9,9,15,11,12,15,422,31,24
2026-03-28, 09:56:39,012, 013, 015,010, 017,009,0424, 031,23,, 09:56:39,9,56,39,35799,1115,16819.392499999998,9,10,13,12,15,17,424,31,23
2026-03-28, 09:56:44,011, 017, 013,009, 015,008,0427, 031,24,, 09:56:44,9,56,44,35804,1120,16939.899999999998,8,9,17,11,13,15,427,31,24
2026-03-28, 09:56:49,012, 020, 015,010, 017,010,0423, 031,23,, 09:56:49,9,56,49,35809,1125,17060.562499999996,10,10,20,12,15,17,423,31,23
2026-03-28, 09:56:54,011, 018, 013,009, 015,008,0424, 031,23,, 09:56:54,9,56,54,35814,1130,17181.379999999997,8,9,18,11,13,15,424,31,23
2026-03-28, 09:56:59,012, 019, 015,010, 017,010,0423, 031,23,, 09:56:59,9,56,59,35819,1135,17302.3525,10,10,19,12,15,17,423,31,23
2026-03-28, 09:57:04,011, 013, 013,008, 015,009,0429, 031,23,, 09:57:04,9,57,4,35824,1140,17423.479999999996,9,8,13,11,13,15,429,31,23
2026-03-28, 09:57:09,012, 018, 013,009, 017,009,0420, 031,23,, 09:57:09,9,57,9,35829,1145,17544.762499999997,9,9,18,12,13,17,420,31,23
2026-03-28, 09:57:14,011, 014, 013,008, 015,009,0428, 031,23,, 09:57:14,9,57,14,35834,1150,17666.199999999997,9,8,14,11,13,15,428,31,23
2026-03-28, 09:57:19,012, 012, 013,010, 017,010,0429, 031,22,, 09:57:19,9,57,19,35839,1155,17787.7925,10,10,12,12,13,17,429,31,22
2026-03-28, 09:57:24,011, 019, 012,009, 015,008,0428, 031,22,, 09:57:24,9,57,24,35844,1160,17909.539999999997,8,9,19,11,12,15,428,31,22
2026-03-28, 09:57:29,011, 011, 013,009, 015,008,0423, 031,22,, 09:57:29,9,57,29,35849,1165,18031.442499999997,8,9,11,11,13,15,423,31,22
2026-03-28, 09:57:34,012, 016, 015,009, 017,010,0421, 031,22,, 09:57:34,9,57,34,35854,1170,18153.499999999996,10,9,16,12,15,17,421,31,22
2026-03-28, 09:57:39,011, 016, 012,008, 015,009,0427, 031,22,, 09:57:39,9,57,39,35859,1175,18275.712499999998,9,8,16,11,12,15,427,31,22
2026-03-28, 09:57:44,012, 020, 015,009, 017,010,0426, 031,21,, 09:57:44,9,57,44,35864,1180,18398.079999999998,10,9,20,12,15,17,426,31,21
2026-03-28, 09:57:49,011, 019, 012,008, 015,009,0423, 031,22,, 09:57:49,9,57,49,35869,1185,18520.602499999997,9,8,19,11,12,15,423,31,22
2026-03-28, 09:57:54,012, 020, 015,009, 017,009,0423, 031,22,, 09:57:54,9,57,54,35874,1190,18643.28,9,9,20,12,15,17,423,31,22
2026-03-28, 09:57:59,011, 018, 012,009, 015,009,0421, 031,22,, 09:57:59,9,57,59,35879,1195,18766.112499999996,9,9,18,11,12,15,421,31,22
2026-03-28, 09:58:04,012, 021, 013,009, 017,010,0424, 031,22,, 09:58:04,9,58,4,35884,1200,18889.1,10,9,21,12,13,17,424,31,22
2026-03-28, 09:58:09,011, 012, 013,008, 015,009,0427, 031,22,, 09:58:09,9,58,9,35889,1205,19012.242499999997,9,8,12,11,13,15,427,31,22
2026-03-28, 09:58:14,012, 020, 013,009, 017,009,0421, 031,22,, 09:58:14,9,58,14,35894,1210,19135.539999999997,9,9,20,12,13,17,421,31,22
2026-03-28, 09:58:19,011, 012, 012,009, 015,008,0426, 031,22,, 09:58:19,9,58,19,35899,1215,19258.9925,8,9,12,11,12,15,426,31,22
2026-03-28, 09:58:24,012, 015, 015,010, 017,010,0423, 031,22,, 09:58:24,9,58,24,35904,1220,19382.6,10,10,15,12,15,17,423,31,22
2026-03-28, 09:58:29,011, 020, 012,009, 015,008,0421, 031,22,, 09:58:29,9,58,29,35909,1225,19506.3625,8,9,20,11,12,15,421,31,22
2026-03-28, 09:58:34,012, 016, 015,010, 017,010,0429, 031,22,, 09:58:34,9,58,34,35914,1230,19630.28,10,10,16,12,15,17,429,31,22
2026-03-28, 09:58:39,011, 015, 012,008, 015,008,0426, 031,22,, 09:58:39,9,58,39,35919,1235,19754.3525,8,8,15,11,12,15,426,31,22
2026-03-28, 09:58:44,012, 017, 015,010, 017,010,0423, 031,22,, 09:58:44,9,58,44,35924,1240,19878.579999999994,10,10,17,12,15,17,423,31,22
2026-03-28, 09:58:49,011, 016, 013,009, 015,008,0427, 031,21,, 09:58:49,9,58,49,35929,1245,20002.962499999998,8,9,16,11,13,15,427,31,21
2026-03-28, 09:58:54,012, 013, 015,009, 017,009,0426, 031,21,, 09:58:54,9,58,54,35934,1250,20127.499999999996,9,9,13,12,15,17,426,31,21
2026-03-28, 09:58:59,011, 013, 012,009, 015,009,0426, 031,21,, 09:58:59,9,58,59,35939,1255,20252.192499999997,9,9,13,11,12,15,426,31,21
2026-03-28, 09:59:04,012, 020, 015,010, 017,009,0420, 031,21,, 09:59:04,9,59,4,35944,1260,20377.04,9,10,20,12,15,17,420,31,21
2026-03-28, 09:59:09,011, 016, 013,009, 015,009,0424, 031,21,, 09:59:09,9,59,9,35949,1265,20502.042499999996,9,9,16,11,13,15,424,31,21
2026-03-28, 09:59:14,012, 012, 013,010, 017,009,0422, 031,21,, 09:59:14,9,59,14,35954,1270,20627.199999999997,9,10,12,12,13,17,422,31,21
2026-03-28, 09:59:19,011, 020, 013,008, 015,008,0428, 031,21,, 09:59:19,9,59,19,35959,1275,20752.512499999997,8,8,20,11,13,15,428,31,21
2026-03-28, 09:59:24,012, 019, 015,009, 017,010,0421, 031,21,, 09:59:24,9,59,24,35964,1280,20877.98,10,9,19,12,15,17,421,31,21
2026-03-28, 09:59:29,011, 013, 013,009, 015,009,0426, 031,21,, 09:59:29,9,59,29,35969,1285,21003.602499999997,9,9,13,11,13,15,426,31,21
2026-03-28, 09:59:34,012, 012, 013,009, 017,009,0421, 031,21,, 09:59:34,9,59,34,35974,1290,21129.379999999997,9,9,12,12,13,17,421,31,21
2026-03-28, 09:59:39,011, 012, 012,008, 015,008,0420, 031,21,, 09:59:39,9,59,39,35979,1295,21255.312499999996,8,8,12,11,12,15,420,31,21
2026-03-28, 09:59:44,012, 019, 015,009, 017,009,0427, 031,21,, 09:59:44,9,59,44,35984,1300,21381.399999999998,9,9,19,12,15,17,427,31,21
2026-03-28, 09:59:49,011, 012, 013,008, 015,008,0424, 031,21,, 09:59:49,9,59,49,35989,1305,21507.642499999998,8,8,12,11,13,15,424,31,21
2026-03-28, 09:59:54,012, 016, 013,010, 017,009,0423, 031,21,, 09:59:54,9,59,54,35994,1310,21634.039999999997,9,10,16,12,13,17,423,31,21
2026-03-28, 09:59:59,012, 020, 015,009, 017,010,0429, 031,21,, 09:59:59,9,59,59,35999,1315,21760.5925,10,9,20,12,15,17,429,31,21
2026-03-28, 10:00:04,011, 013, 013,008, 015,009,0422, 031,21,, 10:00:04,10,0,4,36004,1320,21887.299999999996,9,8,13,11,13,15,422,31,21
2026-03-28, 10:00:09,012, 012, 015,010, 017,010,0425, 031,21,, 10:00:09,10,0,9,36009,1325,22014.1625,10,10,12,12,15,17,425,31,21
2026-03-28, 10:00:14,011, 020, 012,009, 015,009,0425, 031,21,, 10:00:14,10,0,14,36014,1330,22141.179999999997,9,9,20,11,12,15,425,31,21
2026-03-28, 10:00:19,012, 017, 015,009, 017,010,0426, 030,21,, 10:00:19,10,0,19,36019,1335,22268.352499999997,10,9,17,12,15,17,426,30,21
2026-03-28, 10:00:24,011, 020, 013,009, 015,008,0422, 030,20,, 10:00:24,10,0,24,36024,1340,22395.679999999997,8,9,20,11,13,15,422,30,20
2026-03-28, 10:00:29,012, 013, 015,009, 017,010,0425, 030,20,, 10:00:29,10,0,29,36029,1345,22523.1625,10,9,13,12,15,17,425,30,20
2026-03-28, 10:00:34,011, 020, 013,008, 015,008,0426, 030,20,, 10:00:34,10,0,34,36034,1350,22650.8,8,8,20,11,13,15,426,30,20
2026-03-28, 10:00:39,012, 021, 013,010, 017,009,0428, 030,20,, 10:00:39,10,0,39,36039,1355,22778.5925,9,10,21,12,13,17,428,30,20
2026-03-28, 10:00:44,011, 019, 013,008, 015,008,0429, 030,20,, 10:00:44,10,0,44,36044,1360,22906.54,8,8,19,11,13,15,429,30,20
2026-03-28, 10:00:49,012, 019, 013,009, 017,010,0423, 030,20,, 10:00:49,10,0,49,36049,1365,23034.642499999994,10,9,19,12,13,17,423,30,20
2026-03-28, 10:00:54,011, 013, 013,009, 015,008,0420, 030,20,, 10:00:54,10,0,54,36054,1370,23162.899999999998,8,9,13,11,13,15,420,30,20
2026-03-28, 10:00:59,012, 021, 013,009, 017,009,0428, 030,20,, 10:00:59,10,0,59,36059,1375,23291.312499999996,9,9,21,12,13,17,428,30,20
2026-03-28, 10:01:04,011, 019, 013,009, 015,009,0423, 030,20,, 10:01:04,10,1,4,36064,1380,23419.879999999997,9,9,19,11,13,15,423,30,20
2026-03-28, 10:01:09,012, 017, 013,009, 017,009,0421, 030,20,, 10:01:09,10,1,9,36069,1385,23548.602499999994,9,9,17,12,13,17,421,30,20
2026-03-28, 10:01:14,011, 011, 012,008, 015,008,0427, 030,20,, 10:01:14,10,1,14,36074,1390,23677.479999999996,8,8,11,11,12,15,427,30,20
2026-03-28, 10:01:19,012, 019, 013,010, 017,010,0425, 030,20,, 10:01:19,10,1,19,36079,1395,23806.512499999997,10,10,19,12,13,17,425,30,20
2026-03-28, 10:01:24,011, 014, 013,008, 015,008,0422, 030,20,, 10:01:24,10,1,24,36084,1400,23935.699999999997,8,8,14,11,13,15,422,30,20
2026-03-28, 10:01:29,012, 014, 015,009, 017,009,0423, 030,20,, 10:01:29,10,1,29,36089,1405,24065.0425,9,9,14,12,15,17,423,30,20
2026-03-28, 10:01:34,011, 017, 013,009, 015,008,0420, 030,20,, 10:01:34,10,1,34,36094,1410,24194.539999999997,8,9,17,11,13,15,420,30,20
2026-03-28, 10:01:39,012, 019, 013,010, 017,010,0426, 030,19,, 10:01:39,10,1,39,36099,1415,24324.192499999997,10,10,19,12,13,17,426,30,19
2026-03-28, 10:01:44,011, 019, 012,008, 015,009,0422, 030,19,, 10:01:44,10,1,44,36104,1420,24453.999999999996,9,8,19,11,12,15,422,30,19
2026-03-28, 10:01:49,012, 016, 013,010, 017,009,0422, 030,19,, 10:01:49,10,1,49,36109,1425,24583.962499999998,9,10,16,12,13,17,422,30,19
2026-03-28, 10:01:54,011, 018, 012,008, 015,008,0421, 030,19,, 10:01:54,10,1,54,36114,1430,24714.079999999994,8,8,18,11,12,15,421,30,19
2026-03-28, 10:01:59,012, 012, 015,009, 017,009,0422, 030,19,, 10:01:59,10,1,59,36119,1435,24844.352499999997,9,9,12,12,15,17,422,30,19
2026-03-28, 10:02:04,011, 020, 012,009, 015,008,0426, 030,19,, 10:02:04,10,2,4,36124,1440,24974.78,8,9,20,11,12,15,426,30,19
2026-03-28, 10:02:09,012, 017, 015,009, 017,010,0423, 030,19,, 10:02:09,10,2,9,36129,1445,25105.362499999996,10,9,17,12,15,17,423,30,19
2026-03-28, 10:02:14,011, 016, 013,008, 015,009,0424, 030,19,, 10:02:14,10,2,14,36134,1450,25236.1,9,8,16,11,13,15,424,30,19
2026-03-28, 10:02:19,012, 015, 013,010, 017,009,0422, 030,19,, 10:02:19,10,2,19,36139,1455,25366.992499999997,9,10,15,12,13,17,422,30,19
2026-03-28, 10:02:24,011, 019, 012,009, 015,009,0423, 030,19,, 10:02:24,10,2,24,36144,1460,25498.039999999997,9,9,19,11,12,15,423,30,19
2026-03-28, 10:02:29,012, 018, 013,010, 017,009,0420, 030,19,, 10:02:29,10,2,29,36149,1465,25629.242499999997,9,10,18,12,13,17,420,30,19
2026-03-28, 10:02:34,011, 011, 012,009, 015,009,0428, 030,19,, 10:02:34,10,2,34,36154,1470,25760.6,9,9,11,11,12,15,428,30,19
2026-03-28, 10:02:39,012, 016, 013,010, 017,009,0422, 030,19,, 10:02:39,10,2,39,36159,1475,25892.112499999996,9,10,16,12,13,17,422,30,19
2026-03-28, 10:02:44,011, 012, 013,008, 015,009,0422, 030,19,, 10:02:44,10,2,44,36164,1480,26023.78,9,8,12,11,13,15,422,30,19
2026-03-28, 10:02:49,012, 014, 013,010, 017,010,0424, 030,19,, 10:02:49,10,2,49,36169,1485,26155.602499999997,10,10,14,12,13,17,424,30,19
2026-03-28, 10:02:54,011, 013, 013,009, 015,009,0424, 029,19,, 10:02:54,10,2,54,36174,1490,26287.579999999994,9,9,13,11,13,15,424,29,19
2026-03-28, 10:02:59,012, 013, 013,010, 017,010,0423, 029,19,, 10:02:59,10,2,59,36179,1495,26419.712499999998,10,10,13,12,13,17,423,29,19
2026-03-28, 10:03:04,011, 020, 013,009, 015,008,0429, 029,19,, 10:03:04,10,3,4,36184,1500,26551.999999999996,8,9,20,11,13,15,429,29,19
2026-03-28, 10:03:09,012, 020, 013,010, 017,009,0425, 029,19,, 10:03:09,10,3,9,36189,1505,26684.442499999997,9,10,20,12,13,17,425,29,19
2026-03-28, 10:03:14,011, 014, 012,008, 015,009,0425, 029,19,, 10:03:14,10,3,14,36194,1510,26817.039999999994,9,8,14,11,12,15,425,29,19
2026-03-28, 10:03:19,012, 014, 013,009, 017,010,0427, 029,19,, 10:03:19,10,3,19,36199,1515,26949.792499999996,10,9,14,12,13,17,427,29,19
2026-03-28, 10:03:24,011, 016, 012,008, 015,008,0421, 029,19,, 10:03:24,10,3,24,36204,1520,27082.699999999997,8,8,16,11,12,15,421,29,19
2026-03-28, 10:03:29,012, 013, 013,010, 017,010,0422, 029,19,, 10:03:29,10,3,29,36209,1525,27215.762499999997,10,10,13,12,13,17,422,29,19
2026-03-28, 10:03:34,012, 013, 015,010, 017,009,0422, 029,19,, 10:03:34,10,3,34,36214,1530,27348.979999999996,9,10,13,12,15,17,422,29,19
2026-03-28, 10:03:39,011, 018, 013,008, 015,009,0426, 029,19,, 10:03:39,10,3,39,36219,1535,27482.352499999994,9,8,18,11,13,15,426,29,19
2026-03-28, 10:03:44,012, 012, 013,009, 017,010,0421, 029,19,, 10:03:44,10,3,44,36224,1540,27615.879999999997,10,9,12,12,13,17,421,29,19
2026-03-28, 10:03:49,011, 015, 012,009, 015,008,0420, 029,19,, 10:03:49,10,3,49,36229,1545,27749.5625,8,9,15,11,12,15,420,29,19
2026-03-28, 10:03:54,012, 020, 013,010, 017,009,0420, 029,19,, 10:03:54,10,3,54,36234,1550,27883.399999999994,9,10,20,12,13,17,420,29,19
2026-03-28, 10:03:59,012, 021, 015,010, 017,010,0428, 029,19,, 10:03:59,10,3,59,36239,1555,28017.392499999994,10,10,21,12,15,17,428,29,19
2026-03-28, 10:04:04,011, 019, 012,008, 015,008,0424, 029,19,, 10:04:04,10,4,4,36244,1560,28151.539999999994,8,8,19,11,12,15,424,29,19
2026-03-28, 10:04:09,012, 019, 013,009, 017,010,0421, 029,19,, 10:04:09,10,4,9,36249,1565,28285.8425,10,9,19,12,13,17,421,29,19
2026-03-28, 10:04:14,011, 012, 013,008, 015,009,0420, 029,19,, 10:04:14,10,4,14,36254,1570,28420.299999999996,9,8,12,11,13,15,420,29,19
2026-03-28, 10:04:19,012, 013, 015,010, 017,010,0426, 029,19,, 10:04:19,10,4,19,36259,1575,28554.9125,10,10,13,12,15,17,426,29,19
2026-03-28, 10:04:24,012, 018, 013,010, 017,009,0425, 029,19,, 10:04:24,10,4,24,36264,1580,28689.679999999993,9,10,18,12,13,17,425,29,19
2026-03-28, 10:04:29,011, 015, 013,008, 015,008,0428, 029,19,, 10:04:29,10,4,29,36269,1585,28824.6025,8,8,15,11,13,15,428,29,19
2026-03-28, 10:04:34,012, 020, 013,010, 017,009,0420, 029,19,, 10:04:34,10,4,34,36274,1590,28959.679999999993,9,10,20,12,13,17,420,29,19
2026-03-28, 10:04:39,011, 018, 012,008, 015,009,0421, 029,18,, 10:04:39,10,4,39,36279,1595,29094.9125,9,8,18,11,12,15,421,29,18
2026-03-28, 10:04:44,012, 013, 015,009, 017,009,0420, 029,18,, 10:04:44,10,4,44,36284,1600,29230.299999999996,9,9,13,12,15,17,420,29,18
2026-03-28, 10:04:49,011, 017, 012,009, 015,008,0423, 028,18,, 10:04:49,10,4,49,36289,1605,29365.8425,8,9,17,11,12,15,423,28,18
2026-03-28, 10:04:54,012, 021, 013,009, 017,010,0428, 028,18,, 10:04:54,10,4,54,36294,1610,29501.54,10,9,21,12,13,17,428,28,18
2026-03-28, 10:04:59,011, 011, 013,008, 015,008,0422, 028,18,, 10:04:59,10,4,59,36299,1615,29637.392499999994,8,8,11,11,13,15,422,28,18
2026-03-28, 10:05:04,012, 013, 013,010, 017,009,0422, 028,18,, 10:05:04,10,5,4,36304,1620,29773.399999999994,9,10,13,12,13,17,422,28,18
2026-03-28, 10:05:09,012, 019, 013,009, 017,009,0420, 028,18,, 10:05:09,10,5,9,36309,1625,29909.5625,9,9,19,12,13,17,420,28,18
2026-03-28, 10:05:14,011, 020, 012,009, 015,008,0427, 028,18,, 10:05:14,10,5,14,36314,1630,30045.879999999997,8,9,20,11,12,15,427,28,18
2026-03-28, 10:05:19,012, 021, 013,010, 017,010,0429, 028,18,, 10:05:19,10,5,19,36319,1635,30182.352499999994,10,10,21,12,13,17,429,28,18
2026-03-28, 10:05:24,011, 019, 013,009, 015,009,0423, 028,18,, 10:05:24,10,5,24,36324,1640,30318.979999999996,9,9,19,11,13,15,423,28,18
2026-03-28, 10:05:29,012, 012, 013,009, 017,010,0425, 028,18,, 10:05:29,10,5,29,36329,1645,30455.762499999997,10,9,12,12,13,17,425,28,18
2026-03-28, 10:05:34,011, 019, 013,009, 015,009,0428, 028,18,, 10:05:34,10,5,34,36334,1650,30592.699999999997,9,9,19,11,13,15,428,28,18
2026-03-28, 10:05:39,012, 021, 015,010, 017,010,0423, 028,18,, 10:05:39,10,5,39,36339,1655,30729.792499999996,10,10,21,12,15,17,423,28,18
2026-03-28, 10:05:44,011, 017, 012,008, 015,008,0420, 028,18,, 10:05:44,10,5,44,36344,1660,30867.039999999994,8,8,17,11,12,15,420,28,18
2026-03-28, 10:05:49,012, 021, 015,009, 017,010,0422, 028,18,, 10:05:49,10,5,49,36349,1665,31004.442499999997,10,9,21,12,15,17,422,28,18
2026-03-28, 10:05:54,011, 013, 013,009, 015,009,0427, 028,18,, 10:05:54,10,5,54,36354,1670,31142,9,9,13,11,13,15,427,28,18
2026-03-28, 10:05:59,012, 021, 015,010, 017,010,0426, 028,17,, 10:05:59,10,5,59,36359,1675,31279.712499999994,10,10,21,12,15,17,426,28,17
2026-03-28, 10:06:04,011, 012, 013,009, 015,009,0421, 028,17,, 10:06:04,10,6,4,36364,1680,31417.579999999994,9,9,12,11,13,15,421,28,17
2026-03-28, 10:06:09,012, 014, 013,010, 017,009,0423, 028,17,, 10:06:09,10,6,9,36369,1685,31555.602499999994,9,10,14,12,13,17,423,28,17
2026-03-28, 10:06:14,011, 018, 012,008, 015,009,0424, 028,17,, 10:06:14,10,6,14,36374,1690,31693.78,9,8,18,11,12,15,424,28,17
2026-03-28, 10:06:19,012, 012, 015,010, 017,010,0429, 028,17,, 10:06:19,10,6,19,36379,1695,31832.112499999996,10,10,12,12,15,17,429,28,17
2026-03-28, 10:06:24,011, 011, 013,009, 015,008,0428, 027,17,, 10:06:24,10,6,24,36384,1700,31970.6,8,9,11,11,13,15,428,27,17
2026-03-28, 10:06:29,012, 021, 015,009, 017,009,0425, 027,17,, 10:06:29,10,6,29,36389,1705,32109.242499999993,9,9,21,12,15,17,425,27,17
2026-03-28, 10:06:34,011, 016, 012,009, 015,009,0426, 027,17,, 10:06:34,10,6,34,36394,1710,32248.039999999994,9,9,16,11,12,15,426,27,17
2026-03-28, 10:06:39,012, 019, 015,010, 017,009,0427, 027,17,, 10:06:39,10,6,39,36399,1715,32386.992499999993,9,10,19,12,15,17,427,27,17
2026-03-28, 10:06:44,011, 011, 013,008, 015,009,0424, 027,17,, 10:06:44,10,6,44,36404,1720,32526.1,9,8,11,11,13,15,424,27,17
2026-03-28, 10:06:49,012, 017, 013,009, 017,009,0425, 027,17,, 10:06:49,10,6,49,36409,1725,32665.362499999996,9,9,17,12,13,17,425,27,17
2026-03-28, 10:06:54,011, 019, 013,009, 015,009,0426, 027,17,, 10:06:54,10,6,54,36414,1730,32804.78,9,9,19,11,13,15,426,27,17
2026-03-28, 10:06:59,012, 015, 015,010, 017,010,0421, 027,17,, 10:06:59,10,6,59,36419,1735,32944.35249999999,10,10,15,12,15,17,421,27,17
2026-03-28, 10:07:04,011, 012, 012,009, 015,008,0422, 027,16,, 10:07:04,10,7,4,36424,1740,33084.079999999994,8,9,12,11,12,15,422,27,16
2026-03-28, 10:07:09,012, 013, 013,009, 017,010,0425, 027,16,, 10:07:09,10,7,9,36429,1745,33223.962499999994,10,9,13,12,13,17,425,27,16
2026-03-28, 10:07:14,011, 019, 012,008, 015,009,0422, 027,16,, 10:07:14,10,7,14,36434,1750,33364,9,8,19,11,12,15,422,27,16
2026-03-28, 10:07:19,012, 017, 013,010, 017,010,0423, 027,16,, 10:07:19,10,7,19,36439,1755,33504.1925,10,10,17,12,13,17,423,27,16
2026-03-28, 10:07:24,011, 012, 012,009, 015,008,0424, 027,16,, 10:07:24,10,7,24,36444,1760,33644.53999999999,8,9,12,11,12,15,424,27,16
2026-03-28, 10:07:29,012, 016, 015,009, 017,010,0425, 027,16,, 10:07:29,10,7,29,36449,1765,33785.042499999996,10,9,16,12,15,17,425,27,16
2026-03-28, 10:07:34,011, 013, 012,009, 015,008,0421, 027,16,, 10:07:34,10,7,34,36454,1770,33925.7,8,9,13,11,12,15,421,27,16
2026-03-28, 10:07:39,012, 021, 013,009, 017,010,0423, 027,16,, 10:07:39,10,7,39,36459,1775,34066.5125,10,9,21,12,13,17,423,27,16
2026-03-28, 10:07:44,011, 016, 012,009, 015,009,0428, 026,16,, 10:07:44,10,7,44,36464,1780,34207.479999999996,9,9,16,11,12,15,428,26,16
2026-03-28, 10:07:49,012, 014, 015,010, 017,010,0420, 026,16,, 10:07:49,10,7,49,36469,1785,34348.60249999999,10,10,14,12,15,17,420,26,16
2026-03-28, 10:07:54,011, 015, 012,009, 015,008,0424, 026,15,, 10:07:54,10,7,54,36474,1790,34489.88,8,9,15,11,12,15,424,26,15
2026-03-28, 10:07:59,012, 012, 015,010, 017,009,0425, 026,15,, 10:07:59,10,7,59,36479,1795,34631.3125,9,10,12,12,15,17,425,26,15
2026-03-28, 10:08:04,011, 011, 013,008, 015,008,0427, 026,15,, 10:08:04,10,8,4,36484,1800,34772.899999999994,8,8,11,11,13,15,427,26,15
2026-03-28, 10:08:09,012, 019, 013,010, 017,009,0423, 026,15,, 10:08:09,10,8,9,36489,1805,34914.642499999994,9,10,19,12,13,17,423,26,15
2026-03-28, 10:08:14,011, 017, 013,008, 015,008,0427, 026,15,, 10:08:14,10,8,14,36494,1810,35056.53999999999,8,8,17,11,13,15,427,26,15
2026-03-28, 10:08:20,012, 020, 015,010, 017,010,0428, 026,15,, 10:08:20,10,8,20,36500,1816,35227.0216,10,10,20,12,15,17,428,26,15
2026-03-28, 10:08:24,012, 013, 015,009, 017,010,0420, 026,15,, 10:08:24,10,8,24,36504,1820,35340.799999999996,10,9,13,12,15,17,420,26,15
2026-03-28, 10:08:30,011, 020, 013,008, 015,008,0426, 026,15,, 10:08:30,10,8,30,36510,1826,35511.6536,8,8,20,11,13,15,426,26,15
2026-03-28, 10:08:34,012, 014, 013,010, 017,009,0420, 026,15,, 10:08:34,10,8,34,36514,1830,35625.67999999999,9,10,14,12,13,17,420,26,15
2026-03-28, 10:08:40,011, 016, 012,009, 015,009,0420, 026,15,, 10:08:40,10,8,40,36520,1836,35796.9056,9,9,16,11,12,15,420,26,15
2026-03-28, 10:08:44,012, 013, 013,010, 017,010,0425, 026,14,, 10:08:44,10,8,44,36524,1840,35911.17999999999,10,10,13,12,13,17,425,26,14
2026-03-28, 10:08:50,011, 013, 012,009, 015,008,0422, 026,14,, 10:08:50,10,8,50,36530,1846,36082.777599999994,8,9,13,11,12,15,422,26,14
2026-03-28, 10:08:54,012, 012, 015,010, 017,010,0428, 025,14,, 10:08:54,10,8,54,36534,1850,36197.299999999996,10,10,12,12,15,17,428,25,14
2026-03-28, 10:08:59,011, 017, 012,009, 015,008,0425, 025,14,, 10:08:59,10,8,59,36539,1855,36340.5925,8,9,17,11,12,15,425,25,14
2026-03-28, 10:09:04,012, 020, 015,010, 017,009,0423, 025,14,, 10:09:04,10,9,4,36544,1860,36484.03999999999,9,10,20,12,15,17,423,25,14
2026-03-28, 10:09:09,011, 013, 012,008, 015,008,0422, 025,14,, 10:09:09,10,9,9,36549,1865,36627.642499999994,8,8,13,11,12,15,422,25,14
2026-03-28, 10:09:14,012, 019, 013,009, 017,009,0425, 025,14,, 10:09:14,10,9,14,36554,1870,36771.399999999994,9,9,19,12,13,17,425,25,14
2026-03-28, 10:09:19,011, 016, 013,009, 015,008,0426, 025,14,, 10:09:19,10,9,19,36559,1875,36915.3125,8,9,16,11,13,15,426,25,14
2026-03-28, 10:09:24,012, 018, 015,009, 017,009,0422, 025,14,, 10:09:24,10,9,24,36564,1880,37059.38,9,9,18,12,15,17,422,25,14
2026-03-28, 10:09:29,013, 022, 016,011, 018,010,0425, 025,14,, 10:09:29,10,9,29,36569,1885,37203.60249999999,10,11,22,13,16,18,425,25,14
2026-03-28, 10:09:34,011, 015, 012,009, 015,008,0421, 025,14,, 10:09:34,10,9,34,36574,1890,37347.979999999996,8,9,15,11,12,15,421,25,14
2026-03-28, 10:09:39,012, 013, 013,009, 017,009,0423, 025,14,, 10:09:39,10,9,39,36579,1895,37492.5125,9,9,13,12,13,17,423,25,14
2026-03-28, 10:09:44,011, 016, 013,009, 015,008,0420, 025,14,, 10:09:44,10,9,44,36584,1900,37637.2,8,9,16,11,13,15,420,25,14
2026-03-28, 10:09:49,012, 020, 015,009, 017,009,0425, 025,14,, 10:09:49,10,9,49,36589,1905,37782.042499999996,9,9,20,12,15,17,425,25,14
2026-03-28, 10:09:54,011, 018, 013,008, 015,009,0425, 025,13,, 10:09:54,10,9,54,36594,1910,37927.04,9,8,18,11,13,15,425,25,13
